Pełna nazwa;Marka;Model;Link;Liczba drzwi;Liczba miejsc;Średnica zawracania;Promień skrętu;Długość;Szerokość;Szerokość z lusterkami bocznymi;Wysokość;Rozstaw osi;Rozstaw kół - przód;Rozstaw kół - tył;Zwis przedni;Zwis tylny;Prześwit;Długość z hakiem holowniczym;Szerokość ze złożonymi lusterkami bocznymi;Szerokość przy otwartych drzwiach z przodu;Szerokość przy otwartych drzwiach z tyłu;Wysokość z relingami dachowymi;Wysokość z anteną;Wysokość przy otwartej klapie bagażnika;Wysokość przy otwartej pokrywie silnika;Prześwit 4x4;Odległość oparcia fotela przedniego od kierownicy;Długość kolumny kierownicy;Odległość oparcia przedniego od komory silnika;Odległość od siedziska przedniego do dachu;Wysokość siedziska przedniego;Długość siedziska przedniego;Wysokość oparcia przedniego;Odległość pomiędzy siedzeniami przednimi i tylnymi;Odległość od siedziska tylnego do dachu;Odległość od podłogi do siedziska tylnego;Długość siedziska tylnego;Wysokość oparcia tylnego;Szerokość nad podłokietnikami z przodu;Szerokość nad podłokietnikami z tyłu;Szerokość na wysokości podłokietników z przodu;Szerokość na wysokości podłokietników z tyłu;Przestrzeń wsiadania z przodu - szerokość;Przestrzeń wsiadania z przodu - wysokość;Przestrzeń wsiadania z tyłu - szerokość;Przestrzeń wsiadania z tyłu - wysokość;Zakres przesuwania foteli przednich;Całkowita długość wnętrza kabiny;Całkowita szerokość wnętrza kabiny;Całkowita wysokość wnętrza kabiny;Maksymalna pojemność bagażnika (siedzenia złożone);Minimalna pojemność bagażnika (siedzenia rozłożone);Szerokość pomiędzy nadkolami;Wysokość bagażnika;Szerokość bagażnika;Długość do oparcia tylnej kanapy;Długość ze złożoną tylną kanapą;Wysokość progu załadowczego;Kąt natarcia;Kąt rampowy;Kąt zejścia;Kąt przechyłu bocznego;Możliwość podjazdu;Głębokość brodzenia;Maksymalna ładowność;Dopuszczalne obciążenie dachu;Powierzchnia „przejrzysta” przedniej szyby;Całkowita powierzchnia „przejrzysta” szyb;Produkowany;Pojemność skokowa;Typ silnika;Moc silnika;Maksymalny moment obrotowy;Moc silnika (spalinowy);Maksymalny moment obrotowy (spalinowy);Moc silnika (elektryczny);Maksymalny moment obrotowy (elektryczny);Montaż silnika;Doładowanie;Umiejscowienie wałka rozrządu;Liczba cylindrów;Układ cylindrów;Liczba zaworów;Stopień sprężania;Zapłon;Typ wtrysku;Liczba silników;Średnica cylindra × skok tłoka;Układ paliwowy;Dodatkowe informacje;Rodzaj układu kierowniczego;Opony podstawowe;Opony opcjonalne;Felgi podstawowe;Felgi opcjonalne;Rozstaw śrub;Rodzaj hamulców (przód);Rodzaj hamulców (tył);Hamowanie (100 do 0km/h) z ABS;Typ układu hamulcowego;Grubość tarcz hamulcowych (przód);Grubość tarcz hamulcowych (tył);Średnica tarcz hamulcowych (przód);Średnica tarcz hamulcowych (tył);Rodzaj zawieszenia (przód);Rodzaj zawieszenia  (tył);Amortyzatory;Rodzaj skrzyni;Nazwa skrzyni;Liczba stopni;Rodzaj napędu;Rodzaj sprzęgła;Prędkość maksymalna;Przyspieszenie (od 0 do 100km/h);400 metrów ze startu zatrzymanego;1000 metrów ze startu zatrzymanego;Średnie spalanie (cykl mieszany);Spalanie na trasie (na autostradzie);Spalanie w mieście;Pojemność akumulatora brutto;Typ ładowarki;Chłodzenie akumulatora;Pojemność akumulatora netto;Metodologia pomiaru zasięgu;Zużycie energii;Maksymalny zasięg przy oszczędnej jeździe na długiej trasie;Średni maksymalny zasięg;Średni minimalny zasięg;Maksymalna moc ładowania DC;Maksymalna moc ładowania AC;Stacja szybkiego ładowania;Gniazdko 3F/Stacja AC;Gniazdko 1F;Pojemność zbiornika paliwa;Zasięg (cykl mieszany);Zasięg (autostrada);Zasięg (miasto);Emisja CO₂;Norma emisji spalin;Minimalna masa własna pojazdu (bez obciążenia);Maksymalna masa całkowita pojazdu (w pełni obciążonego);Maksymalna masa przyczepy z hamulcami;Maksymalna masa przyczepy bez hamulców;Maksymalny nacisk na hak;Pojemność akumulatora;Pojemność akumulatora w wersji z klimatyzacja;System start&stop;Kod silnika
Audi Q5 Ii Sportback Fy Facelift 2020 35 Tdi 163hp Mild Hybrid S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-sportback-fy-facelift-2020-35-tdi-163hp-mild-hybrid-s-tronic-42290;5;5;brak danych;11.8 m;4689 mm;1893 mm;2140 mm;1635 mm;2819 mm;1623 mm;1611 mm;910 mm;960 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1480 l;510 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;16°;brak danych;19.3°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2021 r do 2024 r;brak danych;brak danych;brak danych;370 Nm przy 1500 obr/min;brak danych;brak danych;brak danych;60 Nm;brak danych;brak danych;DOHC;4;brak danych;4;16:1;brak danych;Diesel common rail;brak danych;81 mm;brak danych;brak danych;Przekładnia zębatkowa;235/65 R17;235/60 R18;8J x 17;8J x 18;brak danych;Tarczowe wentylowane, 338 mm;Tarczowe wentylowane , 330 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Sprężyna śrubowa, Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;Niezależne wielowahaczowe zawieszenie sprężynowe ze stabilizatorem;brak danych;automatyczna;brak danych;7 biegów;na przednią oś;brak danych;213 km/h;9 s;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;65 l;brak danych;brak danych;brak danych;brak danych;Euro 6d-ISC-FCM;1755 kg;650 kg;brak danych;750 kg;2000 kg;brak danych;brak danych;brak danych;EA288evoDEZE,DTNA
Audi Q5 Ii Fy Facelift 2020 55 Tfsi E 367hp Plug In Hybrid Quattro S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-fy-facelift-2020-55-tfsi-e-367hp-plug-in-hybrid-quattro-s-tronic-45246;5;5;brak danych;11.8 m;4682 mm;1893 mm;2140 mm;1659 mm;2819 mm;1616 mm;1609 mm;910 mm;953 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1405 l;465 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;20°;brak danych;21.1°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2021 r do 2024 r;brak danych;brak danych;brak danych;370 Nm przy 1600 obr/min;brak danych;brak danych;brak danych;350 Nm;brak danych;brak danych;DOHC;4;brak danych;4;9.6:1;brak danych;Wtrysk bezpośredni;brak danych;82.5 mm;brak danych;brak danych;Przekładnia zębatkowa;235/60 R18;brak danych;8J x 18;brak danych;brak danych;Tarczowe wentylowane;Tarczowe wentylowane;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;239 km/h;5.3 s;brak danych;brak danych;brak danych;brak danych;brak danych;17.9 kWh;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;54 l;brak danych;brak danych;brak danych;brak danych;Euro 6d-ISC-FCM;2075 kg;585 kg;brak danych;750 kg;2000 kg;17.9 kWh;brak danych;brak danych;DRYA
Audi Q5 Ii Fy Facelift 2020 50 Tfsi E 299hp Plug In Hybrid Quattro S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-fy-facelift-2020-50-tfsi-e-299hp-plug-in-hybrid-quattro-s-tronic-45245;5;5;brak danych;11.8 m;4682 mm;1893 mm;2140 mm;1659 mm;2819 mm;1616 mm;1609 mm;910 mm;953 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1405 l;465 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;20°;brak danych;21.1°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2021 r do 2024 r;brak danych;brak danych;brak danych;370 Nm przy 1600 obr/min;brak danych;brak danych;brak danych;350 Nm;brak danych;brak danych;DOHC;4;brak danych;4;9.6:1;brak danych;Wtrysk bezpośredni;brak danych;82.5 mm;brak danych;brak danych;Przekładnia zębatkowa;235/60 R18;brak danych;8J x 18;brak danych;brak danych;Tarczowe wentylowane;Tarczowe wentylowane;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;239 km/h;6.1 s;brak danych;brak danych;brak danych;brak danych;brak danych;17.9 kWh;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;54 l;brak danych;brak danych;brak danych;brak danych;Euro 6d-ISC-FCM;2075 kg;585 kg;brak danych;750 kg;2000 kg;17.9 kWh;brak danych;brak danych;DRYA
Audi Q5 Ii Fy Facelift 2020 50 Tdi V6 286hp Mild Hybrid Quattro Tiptronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-fy-facelift-2020-50-tdi-v6-286hp-mild-hybrid-quattro-tiptronic-41478;5;5;brak danych;11.8 m;4682 mm;1893 mm;2140 mm;1662 mm;2819 mm;1616 mm;1609 mm;910 mm;953 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1520 l;520 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2020 r do 2024 r;brak danych;brak danych;brak danych;620 Nm przy 1750 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;6;brak danych;4;brak danych;brak danych;Diesel common rail;brak danych;brak danych;brak danych;brak danych;Przekładnia zębatkowa;235/65 R17;brak danych;brak danych;brak danych;brak danych;Tarczowe wentylowane;Tarczowe wentylowane;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne zawieszenie wielowahaczowe;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;8 biegów;4x4;brak danych;240 km/h;5.7 s;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;70 l;brak danych;brak danych;brak danych;brak danych;Euro 6d-ISC-FCM;1935 kg;710 kg;brak danych;750 kg;2400 kg;brak danych;brak danych;brak danych;EA897evo3DMGA
Audi Q5 Ii Fy Facelift 2020 45 Tfsi 265hp Mild Hybrid Quattro Ultra S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-fy-facelift-2020-45-tfsi-265hp-mild-hybrid-quattro-ultra-s-tronic-41077;5;5;brak danych;11.8 m;4682 mm;1893 mm;2140 mm;1662 mm;2819 mm;1616 mm;1609 mm;910 mm;953 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1520 l;520 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2020 r do 2024 r;brak danych;brak danych;brak danych;370 Nm przy 1600 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;4;brak danych;4;brak danych;brak danych;Wtrysk bezpośredni;brak danych;brak danych;brak danych;brak danych;Przekładnia zębatkowa;brak danych;brak danych;brak danych;brak danych;brak danych;Tarczowe wentylowane;Tarczowe wentylowane;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne zawieszenie wielowahaczowe;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;240 km/h;6.1 s;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;70 l;brak danych;brak danych;brak danych;brak danych;Euro 6d - ISC - FCM;1760 kg;685 kg;brak danych;750 kg;2400 kg;brak danych;brak danych;brak danych;DPUA,DPVA
Audi Q5 Ii Fy Facelift 2020 40 Tfsi 204hp Mild Hybrid Quattro Ultra S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-fy-facelift-2020-40-tfsi-204hp-mild-hybrid-quattro-ultra-s-tronic-45249;5;5;brak danych;11.8 m;4682 mm;1893 mm;2140 mm;1662 mm;2819 mm;1616 mm;1609 mm;910 mm;953 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1520 l;520 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2021 r do 2024 r;brak danych;brak danych;brak danych;320 Nm przy 1450 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;DOHC;4;brak danych;4;brak danych;brak danych;Wtrysk bezpośredni;brak danych;82.5 mm;brak danych;brak danych;Przekładnia zębatkowa;235/65 R17;235/60 R18;8J x 17;8J x 18;brak danych;Tarczowe wentylowane;Tarczowe wentylowane;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;223 km/h;7.3 s;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;70 l;brak danych;brak danych;brak danych;brak danych;Euro 6d-ISC-FCM;1755 kg;brak danych;brak danych;750 kg;2400 kg;brak danych;brak danych;brak danych;brak danych
Audi Q5 Ii Fy Facelift 2020 40 Tdi 204hp Mild Hybrid Quattro Ultra S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-fy-facelift-2020-40-tdi-204hp-mild-hybrid-quattro-ultra-s-tronic-40640;5;5;brak danych;11.8 m;4682 mm;1893 mm;2140 mm;1662 mm;2819 mm;1616 mm;1609 mm;910 mm;953 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1520 l;520 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;18.30°;brak danych;21.30°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2020 r do 2024 r;brak danych;brak danych;brak danych;400 Nm przy 1750 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;4;brak danych;4;15.5:1;brak danych;Diesel common rail;brak danych;81 mm;brak danych;brak danych;Przekładnia zębatkowa;brak danych;brak danych;8.0J x 17;brak danych;brak danych;Tarczowe wentylowane;Tarczowe wentylowane;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne zawieszenie wielowahaczowe;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;222 km/h;7.6 s;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;65 l;brak danych;brak danych;brak danych;brak danych;EURO 6d - ISC - FCM;1805 kg;705 kg;brak danych;750 kg;2400 kg;brak danych;brak danych;brak danych;DTPA
Audi Q5 Ii Fy Facelift 2020 35 Tdi 163hp Mild Hybrid S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-fy-facelift-2020-35-tdi-163hp-mild-hybrid-s-tronic-41477;5;5;brak danych;11.8 m;4682 mm;1893 mm;2140 mm;1637 mm;2819 mm;1623 mm;1611 mm;910 mm;953 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1520 l;520 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2020 r do 2024 r;brak danych;brak danych;brak danych;370 Nm przy 1500 obr/min;brak danych;brak danych;brak danych;60 Nm;brak danych;brak danych;DOHC;4;brak danych;4;16:1;brak danych;Diesel common rail;brak danych;81 mm;brak danych;brak danych;Przekładnia zębatkowa;235/65 R17;235/60 R18;8J x 17;8J x 18;brak danych;Tarczowe wentylowane, 338 mm;Tarczowe wentylowane , 330 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Sprężyna śrubowa, Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;Niezależne wielowahaczowe zawieszenie sprężynowe ze stabilizatorem;brak danych;automatyczna;brak danych;7 biegów;na przednią oś;brak danych;213 km/h;9 s;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;65 l;brak danych;brak danych;brak danych;brak danych;Euro 6d-ISC-FCM;1740 kg;680 kg;brak danych;750 kg;2000 kg;brak danych;brak danych;brak danych;EA288evoDEZE,DTNA
Audi Q5l Ii Fy 2.0 Tfsi 252hp Quattro S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5l-ii-fy-2.0-tfsi-252hp-quattro-s-tronic-37194;5;5;brak danych;brak danych;4765 mm;1893 mm;2140 mm;1659 mm;2908 mm;1616 mm;1610 mm;905 mm;952 mm;179 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;179 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1550 l;550 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;od 2018 r do 2020 r;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;4;brak danych;brak danych;brak danych;brak danych;Wtrysk bezpośredni;brak danych;brak danych;brak danych;brak danych;Przekładnia zębatkowa;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;231 km/h;6.7 s;brak danych;brak danych;7.3 l/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;73 l;brak danych;brak danych;brak danych;174 g/km;China V;1860 kg;480 kg;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;EA888DKW
Audi Q5l Ii Fy 2.0 Tfsi 190hp Quattro Ultra S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5l-ii-fy-2.0-tfsi-190hp-quattro-ultra-s-tronic-37193;5;5;brak danych;12.2 m;4753 mm;1893 mm;2140 mm;1659 mm;2908 mm;1616 mm;1610 mm;905 mm;940 mm;179 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;179 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;1550 l;550 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;od 2018 r do 2020 r;brak danych;brak danych;brak danych;320 Nm przy 1450 obr/min;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;DOHC;4;brak danych;4;11.7:1;brak danych;Wtrysk bezpośredni i Wtrysk wielopunktowy;brak danych;82.5 mm;brak danych;brak danych;Przekładnia zębatkowa;235/60 R18;235/55 R19;8J x 18;8J x 19;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;Niezależne wielowahaczowe zawieszenie sprężynowe ze stabilizatorem;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;210 km/h;8.6 s;brak danych;brak danych;6.9 l/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;73 l;brak danych;brak danych;brak danych;164 g/km;brak danych;1840 kg;485 kg;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;EA888DTA
Audi Q5 Ii Fy 55 Tfsi E 367hp Plug In Hybrid Quattro S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-fy-55-tfsi-e-367hp-plug-in-hybrid-quattro-s-tronic-37112;5;5;brak danych;12 m;4663 mm;1893 mm;2140 mm;1659 mm;2819 mm;1616 mm;1609 mm;899 mm;945 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;395 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;18.2°;brak danych;23°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2019 r do 2020 r;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;350 Nm;brak danych;brak danych;DOHC;4;brak danych;4;9.6:1;brak danych;Wtrysk bezpośredni;brak danych;82.5 mm;brak danych;brak danych;Przekładnia zębatkowa;235/60 R18;brak danych;8J x 18;brak danych;brak danych;Tarczowe wentylowane;Tarczowe wentylowane;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne zawieszenie wielowahaczowe;Niezależne zawieszenie wielowahaczowe;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;239 km/h;5.3 s;brak danych;brak danych;2.4 l/100 km;brak danych;brak danych;14.1 kWh;brak danych;brak danych;brak danych;brak danych;17.5 kWh/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;54 l;brak danych;brak danych;brak danych;46 g/km;Euro 6d-Temp;2040 kg;580 kg;brak danych;750 kg;1750 kg;14.1 kWh;brak danych;brak danych;DLGA
Audi Q5 Ii Fy 50 Tfsi E 299hp Plug In Hybrid Quattro S Tronic;Audi;Q5;https://www.auto-data.net/pl/audi-q5-ii-fy-50-tfsi-e-299hp-plug-in-hybrid-quattro-s-tronic-38361;5;5;brak danych;12 m;4671 mm;1893 mm;2140 mm;1661 mm;2819 mm;1616 mm;1609 mm;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;465 l;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;20.4°;brak danych;21.1°;brak danych;brak danych;brak danych;brak danych;75 kg;brak danych;brak danych;od 2019 r do 2020 r;brak danych;brak danych;brak danych;370 Nm przy 1600 obr/min;brak danych;brak danych;brak danych;350 Nm;brak danych;brak danych;DOHC;4;brak danych;4;9.6:1;brak danych;Wtrysk bezpośredni;brak danych;82.5 mm;brak danych;brak danych;Przekładnia zębatkowa;235/60 R18;brak danych;8J x 18;brak danych;brak danych;Tarczowe wentylowane;Tarczowe wentylowane;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;Niezależne zawieszenie wielowahaczowe, stabilizator poprzeczny;brak danych;automatyczna;brak danych;7 biegów;4x4;brak danych;239 km/h;6.1 s;brak danych;brak danych;2.4 l/100 km;brak danych;brak danych;14.1 kWh;brak danych;brak danych;brak danych;brak danych;17.8 kWh/100 km;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;brak danych;54 l;brak danych;brak danych;brak danych;46 g/km;Euro 6;2030 kg;590 kg;brak danych;750 kg;1750 kg;14.1 kWh;brak danych;brak danych;DLGA
